authorMeta/fans,authorMeta/name,authorMeta/privateAccount,authorMeta/verified,collectCount,commentCount,diggCount,playCount,shareCount,textLanguage,videoMeta/duration,hashtags,year,month,day,weekday,hour,hashtags_split
1459,hey.itskendra,False,False,31,40,295,11100,95,en,79,"booktok, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag",2025,1,3,Friday,2,"['booktok', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan']"
41300,srmilesauthor,False,False,79,11,279,3010,19,en,59,"bookrecommendations, chatgpt, fable, goodreads, fypppp, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag",2025,1,3,Friday,13,"['bookrecommendations', ' chatgpt', ' fable', ' goodreads', ' fypppp', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan']"
2440,anime.divers,False,False,150,7,582,12800,34,en,7,"thefable, fable, manga, sato, new, 2024, pro, for, hitman, johnwick, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag",2024,9,27,Friday,20,"['thefable', ' fable', ' manga', ' sato', ' new', ' 2024', ' pro', ' for', ' hitman', ' johnwick', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan']"
2821,alyssatex,False,False,134,67,685,41900,66,en,299,"no_hashtag, booktracker, booktrackerapp, bookish, booktokclub, booktiktok, booktiktoker, greenscreen, creatorsearchinsights, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag",2024,12,10,Tuesday,23,"['nan', ' booktracker', ' booktrackerapp', ' bookish', ' booktokclub', ' booktiktok', ' booktiktoker', ' greenscreen', ' creatorsearchinsights', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan']"
139,keinundzwanzig,False,False,354,10,1249,31400,173,en,12,"fable, thefable, fableedit, thefableedit, fyp, anime, animeedit, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag",2024,10,2,Wednesday,17,"['fable', ' thefable', ' fableedit', ' thefableedit', ' fyp', ' anime', ' animeedit', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan']"
16700,yestothemaam,False,False,1,3,27,248,2,en,63,"gigiperez, fable, cover, fyp, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag",2025,5,12,Monday,0,"['gigiperez', ' fable', ' cover', ' fyp', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan']"
84400,7hr4sh,False,False,37600,433,246000,1300000,5523,en,61,"gigiperez, fable, edit, lyric, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag",2024,10,27,Sunday,8,"['gigiperez', ' fable', ' edit', ' lyric', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan']"
316,liz_music28,False,False,6,3,72,411,1,en,72,"fyp, gigiperez, fable, cover, singing, wlw, singer, fypシ, trending, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag",2025,5,11,Sunday,17,"['fyp', ' gigiperez', ' fable', ' cover', ' singing', ' wlw', ' singer', ' fypシ', ' trending', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan']"
10400,maddie_.64,False,False,7,7,122,1249,0,en,55,"fyp, viral, musictok, drums, fable, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag",2025,5,7,Wednesday,4,"['fyp', ' viral', ' musictok', ' drums', ' fable', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan']"
4983,alysia_reads,False,False,1,2,44,364,1,en,8,"readingstreak, books, booktok, booktokfyp, fyp, fable, meme, memecut, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag",2025,5,12,Monday,1,"['readingstreak', ' books', ' booktok', ' booktokfyp', ' fyp', ' fable', ' meme', ' memecut', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan']"
8553,read.with.mo,False,False,0,1,85,709,0,en,6,"spoilers, booktok, booktoker, reader, bookreviews, goodreads, thatwasrude, fyp, booktokfyp, readers, kindle, fable, bookreviewer, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag",2025,5,12,Monday,1,"['spoilers', ' booktok', ' booktoker', ' reader', ' bookreviews', ' goodreads', ' thatwasrude', ' fyp', ' booktokfyp', ' readers', ' kindle', ' fable', ' bookreviewer', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan']"
21800,getfable,False,False,1850,216,31300,5600000,390,en,39,"bookish, bookishthoughts, booktok, fable, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag",2025,2,12,Wednesday,21,"['bookish', ' bookishthoughts', ' booktok', ' fable', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan']"
15500,starsoverlays,False,False,49000,607,295100,1600000,4153,en,33,"lyricsoverlay, overlay, overlaysforediting, overlaysforedits, overlaylyrics, overlays, sadaudio, sadsongs, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag",2025,5,2,Friday,12,"['lyricsoverlay', ' overlay', ' overlaysforediting', ' overlaysforedits', ' overlaylyrics', ' overlays', ' sadaudio', ' sadsongs', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan']"
11600,ham1lt0n51,False,False,449,49,3641,68000,14,en,30,"thefugitiveedit, theruthdoctor, edit, fableedit, sadedit, edit, doctorwhoedits, doctorwho, ruthjones, 13thdoctoredit, 13thdoctor, jodiewhittaker, jodiewhittakeredit, jomartin, fyp, viral, blowthisup, capcut, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag",2025,5,11,Sunday,5,"['thefugitiveedit', ' theruthdoctor', ' edit', ' fableedit', ' sadedit', ' edit', ' doctorwhoedits', ' doctorwho', ' ruthjones', ' 13thdoctoredit', ' 13thdoctor', ' jodiewhittaker', ' jodiewhittakeredit', ' jomartin', ' fyp', ' viral', ' blowthisup', ' capcut', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan']"
71100,zhyrg,False,False,6436,69,43700,249100,675,ms,60,"fable, gigiperez, lyricsvideo, lyrics, music, songs, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag",2025,4,22,Tuesday,22,"['fable', ' gigiperez', ' lyricsvideo', ' lyrics', ' music', ' songs', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan']"
43900,marwa__x20,False,False,70,6,236,2980,5,en,65,"fyp, booktok, bookreview, books, goodreads, fable, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag",2025,5,12,Monday,11,"['fyp', ' booktok', ' bookreview', ' books', ' goodreads', ' fable', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan']"
8156,dillymae,False,False,1690,44,3351,32200,92,en,49,"fyp, foru, guitar, guitartok, guitarcover, covers, gigiperez, fable, beginner, guitarist, chords, chordsguitar, guitarchords, tabs, guitartabs, acoustic, acousticcovers, acousticguitar, viralvideos, viralvideotiktok, foryoupage❤️❤️, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag",2025,4,27,Sunday,19,"['fyp', ' foru', ' guitar', ' guitartok', ' guitarcover', ' covers', ' gigiperez', ' fable', ' beginner', ' guitarist', ' chords', ' chordsguitar', ' guitarchords', ' tabs', ' guitartabs', ' acoustic', ' acousticcovers', ' acousticguitar', ' viralvideos', ' viralvideotiktok', ' foryoupage❤️❤️', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan']"
85800,missihavedreams,False,False,19,5,358,2028,3,en,45,"jesuslovesyou, fable, fyp, christaintiktok, lgbt, relatable, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag",2025,5,11,Sunday,0,"['jesuslovesyou', ' fable', ' fyp', ' christaintiktok', ' lgbt', ' relatable', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan']"
1400000,spectrexgaming,False,True,33800,2758,202400,2300000,48800,en,88,"gamingontiktok, whattoplay, fable, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag",2024,6,9,Sunday,17,"['gamingontiktok', ' whattoplay', ' fable', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan']"
63400,f.ables,False,False,445400,13300,1400000,11800000,117700,en,23,"pavitrprabhakar, no_hashtag, no_hashtag, spiderman, spidermanacrossthespiderverse, acrossthespiderverse, atsv, spiderverse, milesmorales, spidermanindia, pavitr, sheshomeless, spiderversesoundtrack, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag",2023,6,8,Thursday,17,"['pavitrprabhakar', ' nan', ' nan', ' spiderman', ' spidermanacrossthespiderverse', ' acrossthespiderverse', ' atsv', ' spiderverse', ' milesmorales', ' spidermanindia', ' pavitr', ' sheshomeless', ' spiderversesoundtrack', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan']"
63400,f.ables,False,False,133000,3654,501700,2600000,36700,en,17,"MIGUEL, no_hashtag, spiderman, spiderverse, acrossthespiderverse, miguelohara, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag, no_hashtag",2023,8,10,Thursday,17,"['MIGUEL', ' nan', ' spiderman', ' spiderverse', ' acrossthespiderverse', ' miguelohara', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan', ' nan']"
